werk_signatur_id,werk_signatur
6b90d344-85bf-4ad9-81d3-cb23138a94f2,>[1906-.../1922]
305e9335-72e4-419c-a092-4ce0785bf72d,1922-010
bbe7084d-856c-41a3-9fc6-5428f5d09888,<[/1922]
4de22a6d-b893-4b0e-bf9c-9a824235cae4,>[1900-001/1922]
13d0dd03-d92f-4416-87ab-e102a426bfbc,>[1898-1902/1922]
d952e65d-c2f1-4136-ae2e-a094e5ee66a3,>[1905-004/1922]
b73a1d10-b09c-43bb-88e1-835ad495d8b4,>[1915-1917/1922]
3662492d-3080-4388-aa62-4dfb65d37d3d,1923-161
d33cb2d1-d5c2-48d0-a0fa-dde6afaf7c87,>[1923-131/1923]
02dd6b55-dce8-42e3-8d81-64dde150de77,1923-141
1d462770-1888-4a23-8308-3503dfbc5d18,>[1898-1901/1923]
85fe8aad-079d-43ce-8bcc-e7dcf655fe59,>[/1923]
8a52422d-dcb1-4ae2-ba8e-a725a3a29d88,>[1920-006/1923]]
26c4ab2b-9482-448d-8411-72fb0a0dbd80,>[1921-001/1923]
ec1c60b3-4306-4532-818d-c810685fecb9,>[1898-1901/1924]
0cd67585-949e-4a1b-bd32-5c712aab0210,>[1907-001/1924]
6a93d497-929b-4ddc-bbf6-9e8d1b167ada,>[/1924]
b46951f9-7302-4dcd-a8ea-8b35eabfb1f6,>[1905-004/1925]
4fb8a3e7-a60c-482b-8a3a-4aa8c67de409,>[/1925]
97af28ea-73f5-4eb1-a667-7eb1e1660972,>[1926-011/1926]
53d987d6-10bb-4993-a794-80371a057268,>[1915-1917/1926]
6c08f8f6-c401-4d74-a236-71d73153d7be,1926-202
5f58a840-0b2d-4aa4-b4df-9c48dbfeca43,1927-001
4c07547e-f247-40f9-976a-166065be1c29,1927-007
de71a368-73d4-4f8a-8f3e-36a22b6a1aa8,1928-131
917d5871-a028-45a4-ac36-f487dc2923c9,>[/1928]
0a06c6ce-e599-4f32-9604-f3c8c41d39b6,1929-21
31226c5f-d5cb-402d-aaff-3f3b3a10eded,1929-215
c521f5fe-305c-46e7-ab34-dcec21eab1c0,1929-211
96e985f1-e462-4309-b9be-553f5b841a3c,1929-213
d7b0240b-f493-48c2-8b8a-44f030089746,1929-214
ff042699-8ac2-4f42-ac2c-d21f4b52cbe0,>[1898-1901/1929]
84369d48-313a-4212-bac8-2ba23bb6912f,>[1900-001/1930]
b01e46c8-5893-46a3-8511-4fbc8481ed0c,>[/1930]
bfab80d3-3aa7-4bf2-9675-794fa2d6e767,1930-05
99c9eb61-c0a7-4d99-8172-0ba450b0c443,1931-007
dce0a8de-217c-476f-9290-41fb32ec2d5d,>[/1931]
024e2e2d-62cc-4960-9c0e-5001190cd918,1931-101
72827cc9-2acb-4507-856a-9298fe5fb032,>[/1934]
b269e233-b194-4cd1-9505-fc68be1f2232,1893-1935
75ebde2b-7b17-4159-9819-a73f430723d0,>[1925-004/1935]
c31577ec-6257-4908-8df8-6c5a18c72888,">[1925-004/1935,1]"
1f16337b-3390-4adf-bc34-3cd8b04f0981,">[1925-004/1935,2]"
375d6d30-aa7d-4c9f-af9d-fdadcce30a46,1893-1936
308a8efc-c7e8-4f6d-b9ab-65fb70940c3a,>[1927-.../1936]
5ecaa843-7a6c-4cbe-b8db-26582986595d,>[1925-004/1936]
9a8780ec-adfb-43f0-8296-7be599a8bc28,1938-101
37151c78-1e1e-45e6-b5b7-1e80499ae4f6,1939-001
1b95fee2-3efc-4d9f-9381-8e8125650891,"1938-1939,1"
3094acec-d6da-490b-8212-518b8d24e78f,"1938-1939,2"
5d043de3-c7b6-4f22-bf91-7f75b7da47d9,>[1929-1938/1992]
15f73c89-bf1a-48a1-8173-2830a1456352,1938-401
0a005a36-a5c8-4ff1-a890-d8b3582fbe25,1938-402
2cd39f74-48bb-4287-87a6-66fea25a7eda,1901-402
13dbaecf-37d6-4e36-9d38-858d1f01fc75,1901-401
8e4545b4-bea7-4be7-851a-198681d98d8f,1902-401
e1ed03f6-050f-4959-8d33-a57aae45f2a4,1902-402
b3371e7d-3d0f-46d0-95a8-465b50358694,1902-403
cf4a0960-e91f-4c6e-8a80-8a4f530e7e1d,1905-401
8d3ba9ed-8787-4df0-82ce-821a9c11c645,1907-401
5ba6a4aa-e809-4ca2-8838-13ce0a25c85d,1907-402
d32eda86-587d-44e6-98a4-3942c5f89e5b,1907-403
f32fd31e-ee7a-4228-bdab-e18fca8ce595,1908-401
df20bbc6-c1ad-4977-b30f-5f95fca33e98,1909-403
14d28939-e753-4bed-ba21-d4a4979a455b,1909-401
4cd5d521-720d-4d8d-99e5-4fd52f60bb40,1909-402
c3ba5b8e-f7ad-41fd-ae3c-f47abb2dbcc2,1911-401
ff0c7c76-dc77-4f67-ad3d-a7797da7201d,1912-402
28226c38-54e6-4ae5-8700-4a667f186b69,>[1912-008/1912]
43638835-559c-4b7b-a681-2d50be0caab7,1913-401
74c03185-75a2-4149-b998-60d3fe9332d2,1913-402
e03085b8-fa7b-4a79-9663-2e39f7c086b4,1913-403
107d3a0b-3e0c-4be9-8d0e-29dbef517157,1914-401
ba128bf4-121e-4919-92d7-27241be625d1,1916-401
42695d05-84f0-4ede-9f7f-6f4c7fbbbf26,1917-401
d11f5063-f444-43cf-b50d-d3a8198d10ed,1904-402
011ee6c1-3da7-4fb9-a17d-35eceebde79f,1904-401
4ab3d802-8706-4fde-b269-26a50dc9d08f,1900-401
654c4f70-5813-4c20-a074-ca84f66562cb,1900-402
c605b92d-3833-4ba4-b98f-e239319c1005,>[1898-1901/1899]
b238e568-8a6b-4f29-ae7b-6c413f67dd63,>[1900-001/1897]
50ac4b0e-14dc-4a92-93f7-ada6c3e411e5,1896-401
2b348759-7c37-45e2-9781-9a31016ed783,1895-401
0ca80bef-526c-4470-b9ef-6abd75d2eb2c,1893-401
5e93fcf5-dc79-4199-8d83-4259ba2b8082,1892-401
a8ea9f1b-2c68-4d9c-908c-1dd6210162e7,1886401
721caee4-06ca-4dbd-8367-47702eb5fa89,1886-401
7caf6b65-c2e8-4f0c-b3b2-9ca3f17a4289,>[1898-1900/1898]
3e835ad4-6c50-43a7-9ee0-a030a45bcb41,>[1898-1900/1899]
e80ed575-f72a-4501-a8f5-7c47c0ce5bff,>[1898-1900/1900]
31fc8668-945b-4035-a83a-9e59892571c8,1898-1901
61df2fc7-99a7-4fb5-b969-a83f0d02dbc5,>[1906-131/1906]]
9d31cfda-dcb3-4a0b-8b5a-faa10a2b8725,>[1898-1901/1907]
d68974f5-6af2-48a5-961a-c4bfbb9d0f47,>[1909-004(1908]
6d38432c-5784-4940-8ef5-1c92c7f70b0d,1909-212
e61dcfd3-0e87-458e-bdc0-8febeea03632,>[1895-.../1909]
728a372b-0f43-4d3e-8246-0af8d1ee25d6,>[1895-010/1909]
1048d868-b54a-45a3-8773-b7589b3f4662,>[1900-001/1909]]
4f77d910-48ff-48ee-b884-5e1f6f69a4a5,>[1898-1901/1910]
0e3f6def-29a8-463a-8076-32e22ca80ba7,<[1900-001/1911]
b671e438-e7a8-4546-8b09-bdd4ec3e68a9,1913-103
7fe113fe-87cd-4b4d-a7de-06a327ad2fff,1913-404
d77fef3b-45fa-472a-8d25-70698cc9fad0,>[1913-013]
b3d8ccb6-abee-4aa6-9c9b-f1e4cd2d043b,>[1906-001/1914]
7339c652-4790-4d00-b8b7-5c9dd988ef5e,">[1915-004/1915], 1"
c38b0d7f-5fb6-4897-8e6e-e63d88ad999b,">[1915-004/1915, 2] "
528e58f8-0180-49b3-a56b-67f1d8184654,""">[1915-004/1915, 1]"
7a8b9e43-6c7e-464f-a7ac-1d16ca742339,>[1905-002/1918]
b92a8630-8caf-401c-919c-8b0f55b8467c,>[1918-131/1908-1918]
20e21d9d-847a-4fff-930a-99a7997e6fcf,1919-401
c5a7b082-80d5-4b0d-b42d-144a223fe9ce,1919-402
4748daa3-bd9f-45c9-ac6c-1a851dc761f6,1919-403
f88ef895-6ed0-4e42-9371-f543cb100402,>[1910-001/1920]
fd7261e5-47bc-494e-90f0-03d8bf13d26d,>[1912-1913/1920]
2f695126-1507-4394-82f2-26f04c759ae6,>[1915-1917/1920]
7bb94e14-6535-41c8-b160-c5280b9cbe7d,<[1912-1913/1922]
8002a596-45a6-4a19-a0d2-e2616e74b475,>[1912-1913/1925]
ce98efab-56d3-4298-867a-77cfd2e2a4b7,>[1905-003/1925]
4cba67dd-91c6-4718-8a65-e0a0c15c7de1,>[1912-1913/1934]
07d73bb6-ef9f-43cf-80d4-bb20d1dd79dd,>[1912-1913]
2c470e8f-41b2-47a4-b563-2ebd03109eb0,>[1895-010/1922]
b3bd885c-3d67-4a13-8852-999fca514db9,>[1910-001/1922]
b1f6c3f2-c545-4d55-83a7-cd1674fd6795,>[1910-001/1924]
a0bcd3f2-e2a7-4aee-b03c-fe7dbc64d10d,>[1910-001/1930]
4f6d2ed2-02d7-4c3a-9063-8182eb936845,>[1930-001/1931]
56f60119-a987-4dc4-9dc6-f9e13f7e17ef,1932-401
6b96c31a-6d5a-4429-80ea-d7a8daefcbfa,>[1915-1917/1934]
541f372b-52cf-4bcc-a64d-972ee6ea5417,>[1915-1917/1936]
5a90584f-3d59-4377-b197-27826b4268a4,>[19015-1917]
f5f36317-f97c-45dc-9131-0453c0d088a2,1894-102
ea9e4284-4c9b-4ac9-8909-0f67d1b64c63,1894-104
ef7f137f-1a8f-451d-ae83-e38bc4cd8764,1891-401
efe3a445-c0f7-4bca-b3d9-2a086dba318e,1891-004
8d6a3cd3-9931-44a1-9cc3-d6aa32c992fb,1888-017
44445209-70b4-4bae-aa91-58bea58bba77,1888-401
e93ee121-474d-4528-b868-5fe230c7a598,1888-402
9cb7fa44-c7a8-4b47-91c4-db4ac31ed32f,>[1884-003/1884.2]
1dcfd4be-e8c1-4211-9903-094033e0fa4e,>[1884-002.3]
be123731-6f6d-417e-8368-a6de924b0fe9,>[1884-002/1884.2]
02fd4e7d-0574-4d75-ab9c-04afe8fac7bd,1884-028
43886830-114a-4630-81b1-6cab1273e632,>[1920-007]
e8a779e5-06f3-4acf-8295-993ddddd2089,>[1920-006]
26439c33-a9ca-4bb4-9742-83c4fce5aca6,1882-1886.1
c6843cb8-f776-4af8-bb3d-bfa4423e312c,1882-1886.2
6d9805d3-dbe2-4bea-af80-cfb7995c0796,1885-1887
c4dfb909-9a28-4bc3-9582-61cd60824074,1909-1910
e3fbe34f-8833-41a5-b299-b7ff2c3c5fb4,1904-1905
0537ad54-2643-44d8-8599-c22c2e271e96,>[1909-004/1908]
a8eca2c6-6bd1-48eb-9000-e420aa22ca9b,1908-101
e4662bcf-0435-40ff-9325-063450e52029,>[1909-161/1965]
9177a641-0ceb-4412-b5b1-0fef1b90c2bf,1912-401
19f5c93b-f69c-4c54-8d1e-f1b5d516a603,1926-141
72560b86-2755-438c-a31c-8e0a40d7e1af,1931-141
531e0399-8f38-48a1-9744-4e1b992e4ded,1931-401
01c0ce7a-84ba-4aac-81a5-ebdc1268a9c6,1909-141
12ac8684-621d-48e6-b07f-ef117f05332a,1918-141
89e7b3a4-b158-4312-a545-76bdc57b47a4,1888-0401
1a03f390-f80f-4840-a48a-08dfc97e2968,>[1915-004/1915.2]
88bd3716-cb21-4c54-91b8-e44c6c626f16,>[1915-004/1915.1]
fc5c9a9d-9208-44c4-b566-4563a3b062f3,>1917-004/1915]
02fded2a-d9ba-4af3-97d3-7ab2640a0347,1896-121
5c5db3f7-cd73-4842-9e60-cf57e32e599c,1938-181
3590ec59-5412-4a36-9361-57a8c88dd5a7,1907-301
262d6ef9-4c87-4fe7-a2d6-57bb0998cfad,1912-501
18737843-955e-4ec6-b4db-1e837fd2e6a4,1893-121
03b2e2bb-40a3-4071-bad2-272f1834c073,""">[1913-013/1913.1]"
a2ae2bdc-a837-46ab-88dd-6b3536359ebe,1926-121
83196ed8-83d8-41b7-a910-bdb0cac3003b,1930-121
17adda76-8649-479a-b996-1139e5b63089,1888-099
7aea3b67-77b2-4cd9-98c0-dbaaa0154e31,1915-231
6fd03196-bc32-4688-b43d-56a4cea2ec8f,>[1900-001/1896]
c800edcc-42d3-4617-9aef-ec0a155b120a,""">[1925-004/1935.2]"
1a7f737e-c05d-47b0-9b9b-0bfd1658fd6e,""">[1925-004/1935.3]"
74a9221b-f2a5-4f09-85a7-c1796e1aebdf,>[1925-004/1935.2]
f5944f31-ac27-4465-8ff3-61933cbe353c,>[1925-004/1935.1]
734cb05e-3031-4c15-911d-58ad956ef782,1939-099
a70daef5-f31f-4306-a8f6-4758c7eea07c,1939-098
24e8c972-135a-47c3-bee7-d71630fd3f20,1939-99
309baf46-5081-4a0a-932d-2d5d523b642f,1931-099
ce7d7dcc-ebf3-4d1c-be8c-9fe19df67db2,>[1910-003/1923]
adf161dc-9345-4ea4-9f96-7dba05311a32,>[1901-001/1921]
7c87bdc8-df51-401f-9edd-08c6933e48ca,>[1905-003/1921]
8dc4bc28-df9d-496a-b05c-78757ecf1997,>[1906-001/1922]
1c69d0c6-2b44-4b65-94d2-0cde22a7825d,1886-161.1
84134d9f-a890-46e0-913d-f2df7b310bf0,1882-162
a0cb183d-83ea-4d8e-b1cc-90de3e84081b,1936-161
f0c22f3c-24f6-4580-b479-8474e6de3ee1,1938-161
2c17b4f9-0666-4eaf-80f1-d7aa09fffdd9,1939-162
3bb89865-ad69-4eb9-8079-81c41ad0c7bc,1939-163
11cbc452-e2f7-4a9b-9ca2-36e149c89e8d,1900-
64e0299d-598b-46a9-be75-621f1b66e63b,1900-002
f9253777-2d53-4582-bae3-c16b3a45189a,>[1900-002/1898]
c2bfdfa7-cbad-4c16-bd0b-9e1042099fc2,>[1900-002/1899]
bed0b397-80c6-4a05-9ea7-171a41b77dc4,>[1901-002/1907]
3b0d3856-7e9d-4804-b6ac-9225efa30a84,>[1901-001/1910]
f8703ef5-25e2-4d79-a1e3-1b72f06da9d1,>[1901-002/1912]
f8aa59bb-bfd3-4885-87c3-2b8b130d5cad,>[1901-002/1917]
1adb07b5-b0e9-4bd6-a6cf-13f3e5be70be,>[1901-002/1929]
2a2a40e3-d299-4cad-b94a-ea0b1f403cf1,>[1901-002/1919]
75ba8568-b78d-4a3d-a648-92481f9dd861,>[1901-002/1922]
670530d4-43e4-4791-bc14-b2a15e942fae,>[1901-002/1923]
94c99681-f52f-4177-9086-8beb07d7d933,>[1901-002/1924]
073bb95e-d3ee-4f35-b0a0-a341e6d71206,>[1901-002/1898]
ce8eae1c-b02b-45a4-b0ef-019379ae9bd8,1923-101
b8399195-68cb-4a8e-877f-223d3ea4785b,1924-111
59f814cf-6b93-44f7-b581-685ffea4b7d5,1895-111
ae96b837-339e-4aed-b96a-28e448c12b5f,1907-231
17afdd45-668f-4244-8884-39e1b1ba083f,1907-232
97aa6ae5-d84d-43de-8938-263f5cc0bd15,1896-111
7feeb375-1d99-4438-bb50-ff1b2740ceab,1923-111 
86b302bd-dd54-4626-b768-841c01b0a37d,1900-241
4e2b358c-2ac8-424c-bd00-1aa6c79f896c,1900-242
777cbe4b-f6f7-45f5-9959-1d9f14240e76,>[1920-006/1918]
2540beae-dab5-40a3-b3ae-bdbd9026676d,>[1888-201/1896]
25684de0-b549-4e31-ba2b-cb9ace32bdf8,>1914-002/1927
cb7ed22b-1501-407c-8bf2-620300f70453,1913-001
4e7272bd-bcac-456f-963e-d1826f577f8b,1930-012
74d8dfea-f5d4-4c11-9ca2-7f31b0f25213,1930-161
f54fe22d-f664-4b46-9eb6-53c94f6d8209,>[1909-002/1922] 
131a7cb4-d868-4d12-83db-38db83768e5b,>1882-001/1881
df84173e-51b4-4fc0-b8e7-16ce9b71cb2b,>1884-007/1885
97d4ca42-1ff2-41bb-aa2c-b06d1148fc4c,1885-154
7c86fe65-c0ae-4a88-999f-33359043e0c4,>1888-201/1888.2
cbc5213f-4d44-4fdc-935c-57276789af59,>1888-201/1888.3
16a92774-2844-4e8a-8f52-2905293b7c87,>1888-201/1888.4
e9a0eeb4-0a15-44bf-b137-9fd1e7ff5eb9,1892-XXX 
42654412-17dc-4daf-92a8-f1177f0be947,>1895-010/1893
b0621698-802e-46cf-87e8-99318ef32162,>1895-010/1893.2
fc12ae36-2138-44f7-9a13-d9e4c5fe0772,1901-122
27d3db19-e433-40af-9b31-202d68b04c10,1902-123
d9a4ac1a-b5ea-46a7-b025-ce719e9b3dff,1907-124
80acf578-ad5f-4a3d-b46c-7943212dd7a8,1893-104
c2af3bba-0d0a-4fdb-a415-5fb914ecfc29,1896-102
3f4f764a-b53d-4d99-a84f-1e60e1bf8efc,>[1905-004/1920]
9a653b3d-f386-44d0-b4b0-1e95124ecf02,>[1912-1913/1922]
e55ac5a5-fc1e-441e-9141-71870d460832,1921-301
2bb21661-e169-491d-9d89-6f02f5587506,1918-301
7f0b177d-e0b6-4bf3-a7fc-92219ccfd2ae,>[1905-009/1906]
baa5b07c-6f62-4257-9aab-26b9b8a0cff0,>[1906-131/1906]
4a97a3a1-b310-4d3a-8078-8129020c623c,>[1905-009/1908]
8659b18e-a8ea-4ca8-83d2-fd68967844ce,>[1905-009/1911]
457b4fe3-3078-434c-ac54-d9e7323d40c4,>[1905-009/1912]
01fa6a0a-142f-434b-9f0a-efff523b4fb3,>[1905-009/1914]
531f00eb-b325-42b6-a8a6-d1f9adff9927,>[1905-009/1922]
593e66e1-0def-49ca-afd6-0e1d093f72ef,>[1905-009/1928]
e34165fb-a755-4efb-b0e5-e748ef995dd1,>[1900-001/1910]
beabc40c-45d0-4425-bc6e-8957a8392268,>[1900-001/1911.2]
7a596f94-46aa-4dbf-b3af-a9ffcd89cb4d,>[1901-002/1911]
7b7ee1ce-e87e-4e9c-8f73-3a71af9d1ad0,>[1900-001/1914.2] 
e051d2c7-bb27-435a-abd9-64635c0261a0,>[1926-007/1927]
76d0f75f-780e-429d-a5cf-47f141fc7eb0,>[1939-003/1939.2]
82b14fe8-e016-48dd-b682-ec076811c222,1918-161
17400368-71e4-4172-981e-e99120dbc8c3,>[1910-003/1909]
c7d1005b-7fa1-46cb-af30-d33acb5fbbc0,1914-103
efe34722-7d80-49ad-8bdb-33c3763ac1f2,>[1939-161/1992]
291e6f6c-b15b-4c91-9cda-5fa0e40db4f4,>1886-201/1886.1<
e18db779-42d6-4b7e-be18-28fbb0213fcf,">1886-201/1886.1,2<"
253e0919-2290-44c5-a640-d45da7d95829,>1886-201.3<
813c0b2b-4900-43de-a332-4aa4bccc18bc,1918-004
51eb035c-3d73-4a0d-8321-ab2ab4ce5315,1918-003
33d41f4e-597d-4523-bedc-46cba38ce5f0,>[1913-013/1913.1]
e86c370d-ca8a-452e-ace2-bb1114e796df,>[1910-003/1912]
87cac440-17be-4a48-a6a4-22bed0a22b83,1921-302
42af2208-2c16-4b64-ac0a-0e63aaa703b9,1909-102
7ea8ef66-6c37-428e-9404-9dea4b136490,>1925-002
53791ff0-cc1b-469b-9149-ced0ef27cc81,>1886-201/1886.1
cb7291e2-7d2b-4bc9-a86c-303fe8b2c844,>[1909-004/1908.02]
71baed3a-9fa2-43d8-a5c9-39df3960e8a9,1898-R02
74ca9bed-91fe-4654-977e-dc6bf2e538cc,1911-103
39e5dc1a-d59d-4650-b3bf-6d3d814fe73c,1915-102
b6b8af71-ee4b-4a43-9617-2ccb5011b31c,1914-104
3e77865e-ed23-4eb7-8c2c-d3035f18e6e8,1887-103
15b3a2dd-a4a4-4214-b5d5-85ed9ce1d167,1887-100
631ad83d-3f65-4d5d-939c-c856093cefd9,1897-100
